CPB1 SCGB2A2 0.9475950920139504
GJC2 ZNF804A 0.9192456582314772
GJC2 SLC6A1 0.9007309075451628
GJC2 TMOD2 0.9007143575411205
GJC2 TMEM155 0.9080015618130992
DLL1 LRRC37A4 0.9083292884484292
DLL1 TKTL1 0.9058170050536394
GPRC5D HSPB9 0.9040535986876246
EMILIN2 LRRC37A4 0.9043813929178108
SLC22A15 OAZ3 0.9300637120259236
SLC22A15 ST18 0.9172133536664634
OAZ3 ST18 0.954156214997729
OAZ3 ELOVL6 0.9003574568584498
OAZ3 IL16 0.9272880570430512
SIX4 PI4KAP2 0.908896583309431
TGM2 ECT2L 0.9335819985396252
TGM2 ZNF804A 0.9263813816876336
TGM2 NPFF 0.9124243140989672
TGM2 TMOD2 0.912471800957762
TGM2 A2M 0.9151054159871684
TGM2 RFPL1 0.9093899487514036
ST18 ELOVL6 0.9319626538037854
ST18 IL16 0.9615794900117816
ST18 GSR 0.9120748630628276
SLC3A1 ZNF804A 0.9059531460693182
SLC3A1 TMOD2 0.9052592179604454
ECT2L ZNF804A 0.9438508756304848
ECT2L SLC2A3 0.9152938807804368
ECT2L SLC6A1 0.9114473864146442
ECT2L NPFF 0.9247519108212164
ECT2L TMOD2 0.9346836536227462
ECT2L A2M 0.958644350183741
ECT2L RFPL1 0.9367632712423156
ALMS1P LRRC37A4 0.9035636154272824
ALMS1P LRRC4 0.9113645051179337
PTCRA OSBPL3 0.9154056678077026
PTCRA TTC12 0.9093754419974736
MCC NBPF14 0.9432238076366714
MCC LPAR5 0.902896124504827
ZNF804A SLC2A3 0.93624610486584
ZNF804A SLC6A1 0.946485770208548
ZNF804A NPFF 0.9203643776058972
ZNF804A TMOD2 0.954545090934339
ZNF804A A2M 0.920317949842285
ZNF804A LEPROT 0.9424649883304504
ZNF804A RFPL1 0.940357228939487
ZNF804A TMEM155 0.909580509575127
ZNF804A TRPV2 0.90815975142318
ZNF804A PRR5 0.9015410078249452
LRRC37A4 IL16 0.9122399515967424
LRRC37A4 TKTL1 0.9169879384651126
LRRC37A4 STS 0.9410085129424236
LRRC37A4 LOC283922 0.9403209031590865
LRRC37A4 LRRC4 0.9385625124637852
LRRC37A4 OPRL1 0.9237285589561296
CUBN CCIN 0.9264558963195768
C17orf104 APOL3 0.932989363952689
C17orf104 MPP3 0.904779575674504
C17orf104 PSIMCT-1 0.9471361910024532
C17orf104 ARRDC5 0.9552122980367924
C17orf104 PURG 0.9213076064206916
C17orf104 CYTH4 0.9028834446160244
SLC2A3 SLC6A1 0.9327431299085184
SLC2A3 NPFF 0.910140719644584
SLC2A3 TMOD2 0.9177204910077532
SLC2A3 RFPL1 0.9184473418341984
SLC2A3 TMEM155 0.9030187101056304
SLC6A1 TMOD2 0.921039973595997
SLC6A1 LEPROT 0.9281157606161462
SLC6A1 RFPL1 0.9200754640871636
SLC6A1 TMEM155 0.9213159129669718
SLC6A1 TRPV2 0.9288570548704916
SLC6A1 PRR5 0.9037633474814633
TRIML2 NPFF 0.9037315896846492
NBPF14 TRIM45 0.9051430808961842
ELOVL6 IL16 0.9004574691798652
ELOVL6 GSR 0.932232455731206
MAFF RAC3 0.961621660461227
MAFF C6orf59 0.9415733697340094
APOL3 SHOX2 0.9076114568395766
APOL3 MPP3 0.9259189193571572
APOL3 PSIMCT-1 0.9322878686747944
APOL3 ARRDC5 0.9074694007543428
APOL3 CYTH4 0.9065417872264596
APOL3 VIM 0.9011204628627536
IL16 LOC283922 0.9048614773800026
IL16 GSR 0.9033618198040322
NPFF A2M 0.9202736530264894
NPFF RFPL1 0.9201830616970684
ZNF474 VIM 0.9268839156447446
ZNF474 CCDC146 0.9215461980654824
TKTL1 CD68 0.9166857052982468
TKTL1 C10orf118 0.9090896441667295
TKTL1 OPRL1 0.9286506287757896
TKTL1 ADA 0.9268792774780112
SHOX2 PSIMCT-1 0.9040259834807548
HSPB9 LOC284551 0.914370351458296
CNRIP1 A2M 0.912886494907404
CNRIP1 RFPL1 0.9021453430305704
CNRIP1 ZFYVE28 0.9029622862085124
TMOD2 A2M 0.9076962807210618
TMOD2 LEPROT 0.931061411619967
TMOD2 RFPL1 0.9298963902012194
TMOD2 PRR5 0.903741718349624
STS LOC283922 0.912202881591476
A2M RFPL1 0.9286935706542792
A2M ZFYVE28 0.913204882549479
MPP3 PSIMCT-1 0.9223568767911206
MPP3 PURG 0.905945018547026
PSIMCT-1 ARRDC5 0.923166225933106
PSIMCT-1 PURG 0.9335621628884092
ARRDC5 TUBB6 0.946467776555194
ARRDC5 OPRL1 0.9095671473956826
PURG CYTH4 0.9066815380504644
LOC283922 LRRC4 0.9051534246368342
LOC283922 OPRL1 0.9073189862902296
SIK2 CCDC13 0.9284890973776296
LEPROT RFPL1 0.9201687358471476
LEPROT TRPV2 0.9160040601940228
LEPROT PRR5 0.9258855110188088
RFPL1 TRPV2 0.9140678160865092
RFPL1 ZFYVE28 0.9092396058928583
TOM1L1 ZNF549 0.911838096342512
VIM CCDC146 0.911862148754433
TMEM155 TRPV2 0.9272786208732058
TMEM155 PRR5 0.922239265427171
CD68 OPRL1 0.9248486147990628
CD68 ADA 0.9218663484624005
TRPV2 PRR5 0.9295209997004076
C10orf118 OPRL1 0.9199898258894968
C10orf118 ADA 0.9074636447222826
OPRL1 ADA 0.9250208404947086
EPHX1 C9orf93 0.9305617324474575
TDRG1 CCBL1 0.9106431286407548
TTYH3 PPIAL4G 0.9384415171118248
LPAR6 ZNF697 0.9112410682215228
ALG8 KRT39 0.9089705609502168
ASH2L RRM2B 0.9152790611006282
HNMT POLD4 0.9141162073278472
POLD4 ABHD14B 0.910273669279259
RETSAT ANKRD13D 0.9085502257958376
OTOP3 ALS2CR4 0.9453931933444232
STAT5B C9orf64 0.9230027773266748
KLF11 PHKG2 0.905495891290985
FAM75A3 SCAMP3 0.9157401645383456
SLC39A14 ABHD14B 0.9131695966469726
RNF19A MRPL38 0.9444743684609072
ARMC5 FHOD1 0.9539055683188236
RFXANK C8orf59 0.9615808945402808
LOC220429 TACO1 0.9465709107992872
TSPYL4 ANKRD32 0.936506087884683
ZNF512B ZNF74 0.919357579711448
ALMS1 OR6W1P 0.9346786906320134
C13orf23 NIP7 0.9684380303785398
HDDC2 TRAPPC2P1 0.901483425080476
CAMSAP1 PGAM1 0.937004568732071
